SLNO,Gender,Age,Members,Profession,MonthlyIncome,HealthInsurance,choice,V1,Distance,Reputation,Delivery,Payment.Method,Price
1,1,45,4,Construction Supervisor,4,0,0,1 + 1,1,0,0,0,1
2,1,45,4,Construction Supervisor,4,0,0,1 + 1,0,1,0,1,0
3,1,45,4,Construction Supervisor,4,0,0,1 + 1,0,0,1,1,1
4,1,45,4,Construction Supervisor,4,0,1,1 + 1,1,1,1,1,1
5,1,45,4,Construction Supervisor,4,0,0,1 + 2,1,0,0,1,0
6,1,45,4,Construction Supervisor,4,0,0,1 + 2,1,1,1,1,1
7,1,45,4,Construction Supervisor,4,0,0,1 + 2,0,1,0,1,0
8,1,45,4,Construction Supervisor,4,0,1,1 + 2,0,1,0,0,1
9,1,45,4,Construction Supervisor,4,0,1,1 + 3,1,1,1,0,0
10,1,45,4,Construction Supervisor,4,0,0,1 + 3,1,0,0,1,0
11,1,45,4,Construction Supervisor,4,0,0,1 + 3,0,1,0,0,1
12,1,45,4,Construction Supervisor,4,0,0,1 + 3,1,0,0,0,1
13,1,45,4,Construction Supervisor,4,0,0,1 + 4,0,0,1,1,1
14,1,45,4,Construction Supervisor,4,0,1,1 + 4,1,1,1,0,0
15,1,45,4,Construction Supervisor,4,0,0,1 + 4,1,1,1,0,0
16,1,45,4,Construction Supervisor,4,0,0,1 + 4,0,0,1,0,0
17,1,45,4,Construction Supervisor,4,0,0,1 + 5,0,1,0,1,0
18,1,45,4,Construction Supervisor,4,0,0,1 + 5,0,0,1,0,0
19,1,45,4,Construction Supervisor,4,0,1,1 + 5,1,1,1,1,1
20,1,45,4,Construction Supervisor,4,0,0,1 + 5,0,0,1,1,1
21,1,45,4,Construction Supervisor,4,0,0,1 + 6,0,0,1,0,0
22,1,45,4,Construction Supervisor,4,0,0,1 + 6,0,0,1,1,1
23,1,45,4,Construction Supervisor,4,0,0,1 + 6,1,0,0,0,1
24,1,45,4,Construction Supervisor,4,0,1,1 + 6,1,0,0,1,0
25,1,45,4,Construction Supervisor,4,0,1,1 + 7,0,1,0,0,1
26,1,45,4,Construction Supervisor,4,0,0,1 + 7,0,1,0,0,1
27,1,45,4,Construction Supervisor,4,0,0,1 + 7,1,0,0,1,0
28,1,45,4,Construction Supervisor,4,0,0,1 + 7,0,1,0,1,0
29,1,45,4,Construction Supervisor,4,0,1,1 + 8,1,1,1,1,1
30,1,45,4,Construction Supervisor,4,0,0,1 + 8,1,0,0,0,1
31,1,45,4,Construction Supervisor,4,0,0,1 + 8,0,0,1,0,0
32,1,45,4,Construction Supervisor,4,0,0,1 + 8,1,1,1,0,0
33,1,38,5,Factory Worker,4,1,0,2 + 1,1,0,0,0,1
34,1,38,5,Factory Worker,4,1,0,2 + 1,0,1,0,1,0
35,1,38,5,Factory Worker,4,1,0,2 + 1,0,0,1,1,1
36,1,38,5,Factory Worker,4,1,1,2 + 1,1,1,1,1,1
37,1,38,5,Factory Worker,4,1,1,2 + 2,1,0,0,1,0
38,1,38,5,Factory Worker,4,1,0,2 + 2,1,1,1,1,1
39,1,38,5,Factory Worker,4,1,0,2 + 2,0,1,0,1,0
40,1,38,5,Factory Worker,4,1,0,2 + 2,0,1,0,0,1
41,1,38,5,Factory Worker,4,1,1,2 + 3,1,1,1,0,0
42,1,38,5,Factory Worker,4,1,0,2 + 3,1,0,0,1,0
43,1,38,5,Factory Worker,4,1,0,2 + 3,0,1,0,0,1
44,1,38,5,Factory Worker,4,1,0,2 + 3,1,0,0,0,1
45,1,38,5,Factory Worker,4,1,0,2 + 4,0,0,1,1,1
46,1,38,5,Factory Worker,4,1,1,2 + 4,1,1,1,0,0
47,1,38,5,Factory Worker,4,1,0,2 + 4,1,1,1,0,0
48,1,38,5,Factory Worker,4,1,0,2 + 4,0,0,1,0,0
49,1,38,5,Factory Worker,4,1,0,2 + 5,0,1,0,1,0
50,1,38,5,Factory Worker,4,1,0,2 + 5,0,0,1,0,0
51,1,38,5,Factory Worker,4,1,1,2 + 5,1,1,1,1,1
52,1,38,5,Factory Worker,4,1,0,2 + 5,0,0,1,1,1
53,1,38,5,Factory Worker,4,1,0,2 + 6,0,0,1,0,0
54,1,38,5,Factory Worker,4,1,1,2 + 6,0,0,1,1,1
55,1,38,5,Factory Worker,4,1,0,2 + 6,1,0,0,0,1
56,1,38,5,Factory Worker,4,1,0,2 + 6,1,0,0,1,0
57,1,38,5,Factory Worker,4,1,0,2 + 7,0,1,0,0,1
58,1,38,5,Factory Worker,4,1,0,2 + 7,0,1,0,0,1
59,1,38,5,Factory Worker,4,1,0,2 + 7,1,0,0,1,0
60,1,38,5,Factory Worker,4,1,1,2 + 7,0,1,0,1,0
61,1,38,5,Factory Worker,4,1,0,2 + 8,1,1,1,1,1
62,1,38,5,Factory Worker,4,1,0,2 + 8,1,0,0,0,1
63,1,38,5,Factory Worker,4,1,0,2 + 8,0,0,1,0,0
64,1,38,5,Factory Worker,4,1,1,2 + 8,1,1,1,0,0
65,0,27,4,House Wife,3,0,0,3 + 1,1,0,0,0,1
66,0,27,4,House Wife,3,0,0,3 + 1,0,1,0,1,0
67,0,27,4,House Wife,3,0,0,3 + 1,0,0,1,1,1
68,0,27,4,House Wife,3,0,1,3 + 1,1,1,1,1,1
69,0,27,4,House Wife,3,0,0,3 + 2,1,0,0,1,0
70,0,27,4,House Wife,3,0,1,3 + 2,1,1,1,1,1
71,0,27,4,House Wife,3,0,0,3 + 2,0,1,0,1,0
72,0,27,4,House Wife,3,0,0,3 + 2,0,1,0,0,1
73,0,27,4,House Wife,3,0,0,3 + 3,1,1,1,0,0
74,0,27,4,House Wife,3,0,0,3 + 3,1,0,0,1,0
75,0,27,4,House Wife,3,0,1,3 + 3,0,1,0,0,1
76,0,27,4,House Wife,3,0,0,3 + 3,1,0,0,0,1
77,0,27,4,House Wife,3,0,0,3 + 4,0,0,1,1,1
78,0,27,4,House Wife,3,0,0,3 + 4,1,1,1,0,0
79,0,27,4,House Wife,3,0,1,3 + 4,1,1,1,0,0
80,0,27,4,House Wife,3,0,0,3 + 4,0,0,1,0,0
81,0,27,4,House Wife,3,0,0,3 + 5,0,1,0,1,0
82,0,27,4,House Wife,3,0,0,3 + 5,0,0,1,0,0
83,0,27,4,House Wife,3,0,1,3 + 5,1,1,1,1,1
84,0,27,4,House Wife,3,0,0,3 + 5,0,0,1,1,1
85,0,27,4,House Wife,3,0,0,3 + 6,0,0,1,0,0
86,0,27,4,House Wife,3,0,0,3 + 6,0,0,1,1,1
87,0,27,4,House Wife,3,0,0,3 + 6,1,0,0,0,1
88,0,27,4,House Wife,3,0,1,3 + 6,1,0,0,1,0
89,0,27,4,House Wife,3,0,0,3 + 7,0,1,0,0,1
90,0,27,4,House Wife,3,0,0,3 + 7,0,1,0,0,1
91,0,27,4,House Wife,3,0,1,3 + 7,1,0,0,1,0
92,0,27,4,House Wife,3,0,0,3 + 7,0,1,0,1,0
93,0,27,4,House Wife,3,0,1,3 + 8,1,1,1,1,1
94,0,27,4,House Wife,3,0,0,3 + 8,1,0,0,0,1
95,0,27,4,House Wife,3,0,0,3 + 8,0,0,1,0,0
96,0,27,4,House Wife,3,0,0,3 + 8,1,1,1,0,0
97,1,55,6,Land Owner,5,0,0,4 + 1,1,0,0,0,1
98,1,55,6,Land Owner,5,0,0,4 + 1,0,1,0,1,0
99,1,55,6,Land Owner,5,0,0,4 + 1,0,0,1,1,1
100,1,55,6,Land Owner,5,0,1,4 + 1,1,1,1,1,1
101,1,55,6,Land Owner,5,0,0,4 + 2,1,0,0,1,0
102,1,55,6,Land Owner,5,0,1,4 + 2,1,1,1,1,1
103,1,55,6,Land Owner,5,0,0,4 + 2,0,1,0,1,0
104,1,55,6,Land Owner,5,0,0,4 + 2,0,1,0,0,1
105,1,55,6,Land Owner,5,0,1,4 + 3,1,1,1,0,0
106,1,55,6,Land Owner,5,0,0,4 + 3,1,0,0,1,0
107,1,55,6,Land Owner,5,0,0,4 + 3,0,1,0,0,1
108,1,55,6,Land Owner,5,0,0,4 + 3,1,0,0,0,1
109,1,55,6,Land Owner,5,0,0,4 + 4,0,0,1,1,1
110,1,55,6,Land Owner,5,0,1,4 + 4,1,1,1,0,0
111,1,55,6,Land Owner,5,0,0,4 + 4,1,1,1,0,0
112,1,55,6,Land Owner,5,0,0,4 + 4,0,0,1,0,0
113,1,55,6,Land Owner,5,0,0,4 + 5,0,1,0,1,0
114,1,55,6,Land Owner,5,0,0,4 + 5,0,0,1,0,0
115,1,55,6,Land Owner,5,0,1,4 + 5,1,1,1,1,1
116,1,55,6,Land Owner,5,0,0,4 + 5,0,0,1,1,1
117,1,55,6,Land Owner,5,0,0,4 + 6,0,0,1,0,0
118,1,55,6,Land Owner,5,0,0,4 + 6,0,0,1,1,1
119,1,55,6,Land Owner,5,0,0,4 + 6,1,0,0,0,1
120,1,55,6,Land Owner,5,0,1,4 + 6,1,0,0,1,0
121,1,55,6,Land Owner,5,0,0,4 + 7,0,1,0,0,1
122,1,55,6,Land Owner,5,0,0,4 + 7,0,1,0,0,1
123,1,55,6,Land Owner,5,0,0,4 + 7,1,0,0,1,0
124,1,55,6,Land Owner,5,0,1,4 + 7,0,1,0,1,0
125,1,55,6,Land Owner,5,0,1,4 + 8,1,1,1,1,1
126,1,55,6,Land Owner,5,0,0,4 + 8,1,0,0,0,1
127,1,55,6,Land Owner,5,0,0,4 + 8,0,0,1,0,0
128,1,55,6,Land Owner,5,0,0,4 + 8,1,1,1,0,0
129,1,35,3,Shop Keeper,5,0,0,5 + 1,1,0,0,0,1
130,1,35,3,Shop Keeper,5,0,1,5 + 1,0,1,0,1,0
131,1,35,3,Shop Keeper,5,0,0,5 + 1,0,0,1,1,1
132,1,35,3,Shop Keeper,5,0,0,5 + 1,1,1,1,1,1
133,1,35,3,Shop Keeper,5,0,0,5 + 2,1,0,0,1,0
134,1,35,3,Shop Keeper,5,0,1,5 + 2,1,1,1,1,1
135,1,35,3,Shop Keeper,5,0,0,5 + 2,0,1,0,1,0
136,1,35,3,Shop Keeper,5,0,0,5 + 2,0,1,0,0,1
137,1,35,3,Shop Keeper,5,0,1,5 + 3,1,1,1,0,0
138,1,35,3,Shop Keeper,5,0,0,5 + 3,1,0,0,1,0
139,1,35,3,Shop Keeper,5,0,0,5 + 3,0,1,0,0,1
140,1,35,3,Shop Keeper,5,0,0,5 + 3,1,0,0,0,1
141,1,35,3,Shop Keeper,5,0,0,5 + 4,0,0,1,1,1
142,1,35,3,Shop Keeper,5,0,1,5 + 4,1,1,1,0,0
143,1,35,3,Shop Keeper,5,0,0,5 + 4,1,1,1,0,0
144,1,35,3,Shop Keeper,5,0,0,5 + 4,0,0,1,0,0
145,1,35,3,Shop Keeper,5,0,0,5 + 5,0,1,0,1,0
146,1,35,3,Shop Keeper,5,0,0,5 + 5,0,0,1,0,0
147,1,35,3,Shop Keeper,5,0,1,5 + 5,1,1,1,1,1
148,1,35,3,Shop Keeper,5,0,0,5 + 5,0,0,1,1,1
149,1,35,3,Shop Keeper,5,0,0,5 + 6,0,0,1,0,0
150,1,35,3,Shop Keeper,5,0,1,5 + 6,0,0,1,1,1
151,1,35,3,Shop Keeper,5,0,0,5 + 6,1,0,0,0,1
152,1,35,3,Shop Keeper,5,0,0,5 + 6,1,0,0,1,0
153,1,35,3,Shop Keeper,5,0,1,5 + 7,0,1,0,0,1
154,1,35,3,Shop Keeper,5,0,0,5 + 7,0,1,0,0,1
155,1,35,3,Shop Keeper,5,0,0,5 + 7,1,0,0,1,0
156,1,35,3,Shop Keeper,5,0,0,5 + 7,0,1,0,1,0
157,1,35,3,Shop Keeper,5,0,1,5 + 8,1,1,1,1,1
158,1,35,3,Shop Keeper,5,0,0,5 + 8,1,0,0,0,1
159,1,35,3,Shop Keeper,5,0,0,5 + 8,0,0,1,0,0
160,1,35,3,Shop Keeper,5,0,0,5 + 8,1,1,1,0,0
161,0,22,5,Retired,4,0,0,6 + 1,1,0,0,0,1
162,0,22,5,Retired,4,0,0,6 + 1,0,1,0,1,0
163,0,22,5,Retired,4,0,0,6 + 1,0,0,1,1,1
164,0,22,5,Retired,4,0,1,6 + 1,1,1,1,1,1
165,0,22,5,Retired,4,0,0,6 + 2,1,0,0,1,0
166,0,22,5,Retired,4,0,1,6 + 2,1,1,1,1,1
167,0,22,5,Retired,4,0,0,6 + 2,0,1,0,1,0
168,0,22,5,Retired,4,0,0,6 + 2,0,1,0,0,1
169,0,22,5,Retired,4,0,0,6 + 3,1,1,1,0,0
170,0,22,5,Retired,4,0,0,6 + 3,1,0,0,1,0
171,0,22,5,Retired,4,0,1,6 + 3,0,1,0,0,1
172,0,22,5,Retired,4,0,0,6 + 3,1,0,0,0,1
173,0,22,5,Retired,4,0,0,6 + 4,0,0,1,1,1
174,0,22,5,Retired,4,0,1,6 + 4,1,1,1,0,0
175,0,22,5,Retired,4,0,0,6 + 4,1,1,1,0,0
176,0,22,5,Retired,4,0,0,6 + 4,0,0,1,0,0
177,0,22,5,Retired,4,0,0,6 + 5,0,1,0,1,0
178,0,22,5,Retired,4,0,0,6 + 5,0,0,1,0,0
179,0,22,5,Retired,4,0,1,6 + 5,1,1,1,1,1
180,0,22,5,Retired,4,0,0,6 + 5,0,0,1,1,1
181,0,22,5,Retired,4,0,0,6 + 6,0,0,1,0,0
182,0,22,5,Retired,4,0,0,6 + 6,0,0,1,1,1
183,0,22,5,Retired,4,0,1,6 + 6,1,0,0,0,1
184,0,22,5,Retired,4,0,0,6 + 6,1,0,0,1,0
185,0,22,5,Retired,4,0,0,6 + 7,0,1,0,0,1
186,0,22,5,Retired,4,0,0,6 + 7,0,1,0,0,1
187,0,22,5,Retired,4,0,1,6 + 7,1,0,0,1,0
188,0,22,5,Retired,4,0,0,6 + 7,0,1,0,1,0
189,0,22,5,Retired,4,0,1,6 + 8,1,1,1,1,1
190,0,22,5,Retired,4,0,0,6 + 8,1,0,0,0,1
191,0,22,5,Retired,4,0,0,6 + 8,0,0,1,0,0
192,0,22,5,Retired,4,0,0,6 + 8,1,1,1,0,0
193,1,41,4,Union Leader,5,1,0,7 + 1,1,0,0,0,1
194,1,41,4,Union Leader,5,1,1,7 + 1,0,1,0,1,0
195,1,41,4,Union Leader,5,1,0,7 + 1,0,0,1,1,1
196,1,41,4,Union Leader,5,1,0,7 + 1,1,1,1,1,1
197,1,41,4,Union Leader,5,1,0,7 + 2,1,0,0,1,0
198,1,41,4,Union Leader,5,1,1,7 + 2,1,1,1,1,1
199,1,41,4,Union Leader,5,1,0,7 + 2,0,1,0,1,0
200,1,41,4,Union Leader,5,1,0,7 + 2,0,1,0,0,1
201,1,41,4,Union Leader,5,1,1,7 + 3,1,1,1,0,0
202,1,41,4,Union Leader,5,1,0,7 + 3,1,0,0,1,0
203,1,41,4,Union Leader,5,1,0,7 + 3,0,1,0,0,1
204,1,41,4,Union Leader,5,1,0,7 + 3,1,0,0,0,1
205,1,41,4,Union Leader,5,1,0,7 + 4,0,0,1,1,1
206,1,41,4,Union Leader,5,1,0,7 + 4,1,1,1,0,0
207,1,41,4,Union Leader,5,1,1,7 + 4,1,1,1,0,0
208,1,41,4,Union Leader,5,1,0,7 + 4,0,0,1,0,0
209,1,41,4,Union Leader,5,1,0,7 + 5,0,1,0,1,0
210,1,41,4,Union Leader,5,1,0,7 + 5,0,0,1,0,0
211,1,41,4,Union Leader,5,1,1,7 + 5,1,1,1,1,1
212,1,41,4,Union Leader,5,1,0,7 + 5,0,0,1,1,1
213,1,41,4,Union Leader,5,1,1,7 + 6,0,0,1,0,0
214,1,41,4,Union Leader,5,1,0,7 + 6,0,0,1,1,1
215,1,41,4,Union Leader,5,1,0,7 + 6,1,0,0,0,1
216,1,41,4,Union Leader,5,1,0,7 + 6,1,0,0,1,0
217,1,41,4,Union Leader,5,1,0,7 + 7,0,1,0,0,1
218,1,41,4,Union Leader,5,1,0,7 + 7,0,1,0,0,1
219,1,41,4,Union Leader,5,1,0,7 + 7,1,0,0,1,0
220,1,41,4,Union Leader,5,1,1,7 + 7,0,1,0,1,0
221,1,41,4,Union Leader,5,1,0,7 + 8,1,1,1,1,1
222,1,41,4,Union Leader,5,1,0,7 + 8,1,0,0,0,1
223,1,41,4,Union Leader,5,1,0,7 + 8,0,0,1,0,0
224,1,41,4,Union Leader,5,1,1,7 + 8,1,1,1,0,0
225,1,30,3,Auto Driver,4,0,0,8 + 1,1,0,0,0,1
226,1,30,3,Auto Driver,4,0,1,8 + 1,0,1,0,1,0
227,1,30,3,Auto Driver,4,0,0,8 + 1,0,0,1,1,1
228,1,30,3,Auto Driver,4,0,0,8 + 1,1,1,1,1,1
229,1,30,3,Auto Driver,4,0,0,8 + 2,1,0,0,1,0
230,1,30,3,Auto Driver,4,0,1,8 + 2,1,1,1,1,1
231,1,30,3,Auto Driver,4,0,0,8 + 2,0,1,0,1,0
232,1,30,3,Auto Driver,4,0,0,8 + 2,0,1,0,0,1
233,1,30,3,Auto Driver,4,0,0,8 + 3,1,1,1,0,0
234,1,30,3,Auto Driver,4,0,1,8 + 3,1,0,0,1,0
235,1,30,3,Auto Driver,4,0,0,8 + 3,0,1,0,0,1
236,1,30,3,Auto Driver,4,0,0,8 + 3,1,0,0,0,1
237,1,30,3,Auto Driver,4,0,1,8 + 4,0,0,1,1,1
238,1,30,3,Auto Driver,4,0,0,8 + 4,1,1,1,0,0
239,1,30,3,Auto Driver,4,0,0,8 + 4,1,1,1,0,0
240,1,30,3,Auto Driver,4,0,0,8 + 4,0,0,1,0,0
241,1,30,3,Auto Driver,4,0,0,8 + 5,0,1,0,1,0
242,1,30,3,Auto Driver,4,0,0,8 + 5,0,0,1,0,0
243,1,30,3,Auto Driver,4,0,1,8 + 5,1,1,1,1,1
244,1,30,3,Auto Driver,4,0,0,8 + 5,0,0,1,1,1
245,1,30,3,Auto Driver,4,0,0,8 + 6,0,0,1,0,0
246,1,30,3,Auto Driver,4,0,1,8 + 6,0,0,1,1,1
247,1,30,3,Auto Driver,4,0,0,8 + 6,1,0,0,0,1
248,1,30,3,Auto Driver,4,0,0,8 + 6,1,0,0,1,0
249,1,30,3,Auto Driver,4,0,0,8 + 7,0,1,0,0,1
250,1,30,3,Auto Driver,4,0,0,8 + 7,0,1,0,0,1
251,1,30,3,Auto Driver,4,0,0,8 + 7,1,0,0,1,0
252,1,30,3,Auto Driver,4,0,1,8 + 7,0,1,0,1,0
253,1,30,3,Auto Driver,4,0,1,8 + 8,1,1,1,1,1
254,1,30,3,Auto Driver,4,0,0,8 + 8,1,0,0,0,1
255,1,30,3,Auto Driver,4,0,0,8 + 8,0,0,1,0,0
256,1,30,3,Auto Driver,4,0,0,8 + 8,1,1,1,0,0
257,0,33,4,Constructiion Worker,4,0,0,9 + 1,1,0,0,0,1
258,0,33,4,Constructiion Worker,4,0,0,9 + 1,0,1,0,1,0
259,0,33,4,Constructiion Worker,4,0,1,9 + 1,0,0,1,1,1
260,0,33,4,Constructiion Worker,4,0,0,9 + 1,1,1,1,1,1
261,0,33,4,Constructiion Worker,4,0,0,9 + 2,1,0,0,1,0
262,0,33,4,Constructiion Worker,4,0,1,9 + 2,1,1,1,1,1
263,0,33,4,Constructiion Worker,4,0,0,9 + 2,0,1,0,1,0
264,0,33,4,Constructiion Worker,4,0,0,9 + 2,0,1,0,0,1
265,0,33,4,Constructiion Worker,4,0,0,9 + 3,1,1,1,0,0
266,0,33,4,Constructiion Worker,4,0,0,9 + 3,1,0,0,1,0
267,0,33,4,Constructiion Worker,4,0,1,9 + 3,0,1,0,0,1
268,0,33,4,Constructiion Worker,4,0,0,9 + 3,1,0,0,0,1
269,0,33,4,Constructiion Worker,4,0,1,9 + 4,0,0,1,1,1
270,0,33,4,Constructiion Worker,4,0,0,9 + 4,1,1,1,0,0
271,0,33,4,Constructiion Worker,4,0,0,9 + 4,1,1,1,0,0
272,0,33,4,Constructiion Worker,4,0,0,9 + 4,0,0,1,0,0
273,0,33,4,Constructiion Worker,4,0,0,9 + 5,0,1,0,1,0
274,0,33,4,Constructiion Worker,4,0,0,9 + 5,0,0,1,0,0
275,0,33,4,Constructiion Worker,4,0,1,9 + 5,1,1,1,1,1
276,0,33,4,Constructiion Worker,4,0,0,9 + 5,0,0,1,1,1
277,0,33,4,Constructiion Worker,4,0,0,9 + 6,0,0,1,0,0
278,0,33,4,Constructiion Worker,4,0,0,9 + 6,0,0,1,1,1
279,0,33,4,Constructiion Worker,4,0,1,9 + 6,1,0,0,0,1
280,0,33,4,Constructiion Worker,4,0,0,9 + 6,1,0,0,1,0
281,0,33,4,Constructiion Worker,4,0,0,9 + 7,0,1,0,0,1
282,0,33,4,Constructiion Worker,4,0,1,9 + 7,0,1,0,0,1
283,0,33,4,Constructiion Worker,4,0,0,9 + 7,1,0,0,1,0
284,0,33,4,Constructiion Worker,4,0,0,9 + 7,0,1,0,1,0
285,0,33,4,Constructiion Worker,4,0,1,9 + 8,1,1,1,1,1
286,0,33,4,Constructiion Worker,4,0,0,9 + 8,1,0,0,0,1
287,0,33,4,Constructiion Worker,4,0,0,9 + 8,0,0,1,0,0
288,0,33,4,Constructiion Worker,4,0,0,9 + 8,1,1,1,0,0
289,0,46,4,House Wife,4,0,1,10 + 1,1,0,0,0,1
290,0,46,4,House Wife,4,0,0,10 + 1,0,1,0,1,0
291,0,46,4,House Wife,4,0,0,10 + 1,0,0,1,1,1
292,0,46,4,House Wife,4,0,0,10 + 1,1,1,1,1,1
293,0,46,4,House Wife,4,0,1,10 + 2,1,0,0,1,0
294,0,46,4,House Wife,4,0,0,10 + 2,1,1,1,1,1
295,0,46,4,House Wife,4,0,0,10 + 2,0,1,0,1,0
296,0,46,4,House Wife,4,0,0,10 + 2,0,1,0,0,1
297,0,46,4,House Wife,4,0,1,10 + 3,1,1,1,0,0
298,0,46,4,House Wife,4,0,0,10 + 3,1,0,0,1,0
299,0,46,4,House Wife,4,0,0,10 + 3,0,1,0,0,1
300,0,46,4,House Wife,4,0,0,10 + 3,1,0,0,0,1
301,0,46,4,House Wife,4,0,1,10 + 4,0,0,1,1,1
302,0,46,4,House Wife,4,0,0,10 + 4,1,1,1,0,0
303,0,46,4,House Wife,4,0,0,10 + 4,1,1,1,0,0
304,0,46,4,House Wife,4,0,0,10 + 4,0,0,1,0,0
305,0,46,4,House Wife,4,0,1,10 + 5,0,1,0,1,0
306,0,46,4,House Wife,4,0,0,10 + 5,0,0,1,0,0
307,0,46,4,House Wife,4,0,0,10 + 5,1,1,1,1,1
308,0,46,4,House Wife,4,0,0,10 + 5,0,0,1,1,1
309,0,46,4,House Wife,4,0,1,10 + 6,0,0,1,0,0
310,0,46,4,House Wife,4,0,0,10 + 6,0,0,1,1,1
311,0,46,4,House Wife,4,0,0,10 + 6,1,0,0,0,1
312,0,46,4,House Wife,4,0,0,10 + 6,1,0,0,1,0
313,0,46,4,House Wife,4,0,1,10 + 7,0,1,0,0,1
314,0,46,4,House Wife,4,0,0,10 + 7,0,1,0,0,1
315,0,46,4,House Wife,4,0,0,10 + 7,1,0,0,1,0
316,0,46,4,House Wife,4,0,0,10 + 7,0,1,0,1,0
317,0,46,4,House Wife,4,0,1,10 + 8,1,1,1,1,1
318,0,46,4,House Wife,4,0,0,10 + 8,1,0,0,0,1
319,0,46,4,House Wife,4,0,0,10 + 8,0,0,1,0,0
320,0,46,4,House Wife,4,0,0,10 + 8,1,1,1,0,0
321,1,47,5,Former Panchayat Member,5,0,0,11 + 1,1,0,0,0,1
322,1,47,5,Former Panchayat Member,5,0,0,11 + 1,0,1,0,1,0
323,1,47,5,Former Panchayat Member,5,0,0,11 + 1,0,0,1,1,1
324,1,47,5,Former Panchayat Member,5,0,1,11 + 1,1,1,1,1,1
325,1,47,5,Former Panchayat Member,5,0,0,11 + 2,1,0,0,1,0
326,1,47,5,Former Panchayat Member,5,0,0,11 + 2,1,1,1,1,1
327,1,47,5,Former Panchayat Member,5,0,0,11 + 2,0,1,0,1,0
328,1,47,5,Former Panchayat Member,5,0,1,11 + 2,0,1,0,0,1
329,1,47,5,Former Panchayat Member,5,0,1,11 + 3,1,1,1,0,0
330,1,47,5,Former Panchayat Member,5,0,0,11 + 3,1,0,0,1,0
331,1,47,5,Former Panchayat Member,5,0,0,11 + 3,0,1,0,0,1
332,1,47,5,Former Panchayat Member,5,0,0,11 + 3,1,0,0,0,1
333,1,47,5,Former Panchayat Member,5,0,0,11 + 4,0,0,1,1,1
334,1,47,5,Former Panchayat Member,5,0,1,11 + 4,1,1,1,0,0
335,1,47,5,Former Panchayat Member,5,0,0,11 + 4,1,1,1,0,0
336,1,47,5,Former Panchayat Member,5,0,0,11 + 4,0,0,1,0,0
337,1,47,5,Former Panchayat Member,5,0,0,11 + 5,0,1,0,1,0
338,1,47,5,Former Panchayat Member,5,0,1,11 + 5,0,0,1,0,0
339,1,47,5,Former Panchayat Member,5,0,0,11 + 5,1,1,1,1,1
340,1,47,5,Former Panchayat Member,5,0,0,11 + 5,0,0,1,1,1
341,1,47,5,Former Panchayat Member,5,0,0,11 + 6,0,0,1,0,0
342,1,47,5,Former Panchayat Member,5,0,0,11 + 6,0,0,1,1,1
343,1,47,5,Former Panchayat Member,5,0,1,11 + 6,1,0,0,0,1
344,1,47,5,Former Panchayat Member,5,0,0,11 + 6,1,0,0,1,0
345,1,47,5,Former Panchayat Member,5,0,1,11 + 7,0,1,0,0,1
346,1,47,5,Former Panchayat Member,5,0,0,11 + 7,0,1,0,0,1
347,1,47,5,Former Panchayat Member,5,0,0,11 + 7,1,0,0,1,0
348,1,47,5,Former Panchayat Member,5,0,0,11 + 7,0,1,0,1,0
349,1,47,5,Former Panchayat Member,5,0,1,11 + 8,1,1,1,1,1
350,1,47,5,Former Panchayat Member,5,0,0,11 + 8,1,0,0,0,1
351,1,47,5,Former Panchayat Member,5,0,0,11 + 8,0,0,1,0,0
352,1,47,5,Former Panchayat Member,5,0,0,11 + 8,1,1,1,0,0
353,1,38,5,Vegitabe Vendor,4,0,0,12 + 1,1,0,0,0,1
354,1,38,5,Vegitabe Vendor,4,0,0,12 + 1,0,1,0,1,0
355,1,38,5,Vegitabe Vendor,4,0,0,12 + 1,0,0,1,1,1
356,1,38,5,Vegitabe Vendor,4,0,1,12 + 1,1,1,1,1,1
357,1,38,5,Vegitabe Vendor,4,0,0,12 + 2,1,0,0,1,0
358,1,38,5,Vegitabe Vendor,4,0,1,12 + 2,1,1,1,1,1
359,1,38,5,Vegitabe Vendor,4,0,0,12 + 2,0,1,0,1,0
360,1,38,5,Vegitabe Vendor,4,0,0,12 + 2,0,1,0,0,1
361,1,38,5,Vegitabe Vendor,4,0,0,12 + 3,1,1,1,0,0
362,1,38,5,Vegitabe Vendor,4,0,0,12 + 3,1,0,0,1,0
363,1,38,5,Vegitabe Vendor,4,0,1,12 + 3,0,1,0,0,1
364,1,38,5,Vegitabe Vendor,4,0,0,12 + 3,1,0,0,0,1
365,1,38,5,Vegitabe Vendor,4,0,0,12 + 4,0,0,1,1,1
366,1,38,5,Vegitabe Vendor,4,0,0,12 + 4,1,1,1,0,0
367,1,38,5,Vegitabe Vendor,4,0,1,12 + 4,1,1,1,0,0
368,1,38,5,Vegitabe Vendor,4,0,0,12 + 4,0,0,1,0,0
369,1,38,5,Vegitabe Vendor,4,0,0,12 + 5,0,1,0,1,0
370,1,38,5,Vegitabe Vendor,4,0,0,12 + 5,0,0,1,0,0
371,1,38,5,Vegitabe Vendor,4,0,1,12 + 5,1,1,1,1,1
372,1,38,5,Vegitabe Vendor,4,0,0,12 + 5,0,0,1,1,1
373,1,38,5,Vegitabe Vendor,4,0,0,12 + 6,0,0,1,0,0
374,1,38,5,Vegitabe Vendor,4,0,0,12 + 6,0,0,1,1,1
