SLNO,Gender,Age,Members,Profession,MonthlyIncome,HealthInsurance,choice,V1,Distance,Reputation,Delivery,Payment.Method,Price
1270,1,55,4,Peon in School,3,0,0,40 + 6,0,0,1,1,1
1271,1,55,4,Peon in School,3,0,0,40 + 6,1,0,0,0,1
1272,1,55,4,Peon in School,3,0,1,40 + 6,1,0,0,1,0
1273,1,55,4,Peon in School,3,0,0,40 + 7,0,1,0,0,1
1274,1,55,4,Peon in School,3,0,1,40 + 7,0,1,0,0,1
1275,1,55,4,Peon in School,3,0,0,40 + 7,1,0,0,1,0
1276,1,55,4,Peon in School,3,0,0,40 + 7,0,1,0,1,0
1277,1,55,4,Peon in School,3,0,1,40 + 8,1,1,1,1,1
1278,1,55,4,Peon in School,3,0,0,40 + 8,1,0,0,0,1
1279,1,55,4,Peon in School,3,0,0,40 + 8,0,0,1,0,0
1280,1,55,4,Peon in School,3,0,0,40 + 8,1,1,1,0,0
1281,0,41,3,Push Cart Vendor,3,0,0,41 + 1,1,0,0,0,1
1282,0,41,3,Push Cart Vendor,3,0,0,41 + 1,0,1,0,1,0
1283,0,41,3,Push Cart Vendor,3,0,0,41 + 1,0,0,1,1,1
1284,0,41,3,Push Cart Vendor,3,0,1,41 + 1,1,1,1,1,1
1285,0,41,3,Push Cart Vendor,3,0,0,41 + 2,1,0,0,1,0
1286,0,41,3,Push Cart Vendor,3,0,0,41 + 2,1,1,1,1,1
1287,0,41,3,Push Cart Vendor,3,0,1,41 + 2,0,1,0,1,0
1288,0,41,3,Push Cart Vendor,3,0,0,41 + 2,0,1,0,0,1
1289,0,41,3,Push Cart Vendor,3,0,1,41 + 3,1,1,1,0,0
1290,0,41,3,Push Cart Vendor,3,0,0,41 + 3,1,0,0,1,0
1291,0,41,3,Push Cart Vendor,3,0,0,41 + 3,0,1,0,0,1
1292,0,41,3,Push Cart Vendor,3,0,0,41 + 3,1,0,0,0,1
1293,0,41,3,Push Cart Vendor,3,0,0,41 + 4,0,0,1,1,1
1294,0,41,3,Push Cart Vendor,3,0,1,41 + 4,1,1,1,0,0
1295,0,41,3,Push Cart Vendor,3,0,0,41 + 4,1,1,1,0,0
1296,0,41,3,Push Cart Vendor,3,0,0,41 + 4,0,0,1,0,0
1297,0,41,3,Push Cart Vendor,3,0,1,41 + 5,0,1,0,1,0
1298,0,41,3,Push Cart Vendor,3,0,0,41 + 5,0,0,1,0,0
1299,0,41,3,Push Cart Vendor,3,0,0,41 + 5,1,1,1,1,1
1300,0,41,3,Push Cart Vendor,3,0,0,41 + 5,0,0,1,1,1
1301,0,41,3,Push Cart Vendor,3,0,0,41 + 6,0,0,1,0,0
1302,0,41,3,Push Cart Vendor,3,0,0,41 + 6,0,0,1,1,1
1303,0,41,3,Push Cart Vendor,3,0,0,41 + 6,1,0,0,0,1
1304,0,41,3,Push Cart Vendor,3,0,1,41 + 6,1,0,0,1,0
1305,0,41,3,Push Cart Vendor,3,0,1,41 + 7,0,1,0,0,1
1306,0,41,3,Push Cart Vendor,3,0,0,41 + 7,0,1,0,0,1
1307,0,41,3,Push Cart Vendor,3,0,0,41 + 7,1,0,0,1,0
1308,0,41,3,Push Cart Vendor,3,0,0,41 + 7,0,1,0,1,0
1309,0,41,3,Push Cart Vendor,3,0,1,41 + 8,1,1,1,1,1
1310,0,41,3,Push Cart Vendor,3,0,0,41 + 8,1,0,0,0,1
1311,0,41,3,Push Cart Vendor,3,0,0,41 + 8,0,0,1,0,0
1312,0,41,3,Push Cart Vendor,3,0,0,41 + 8,1,1,1,0,0
1313,0,26,2,Daily Wage Worker,2,0,0,42 + 1,1,0,0,0,1
1314,0,26,2,Daily Wage Worker,2,0,0,42 + 1,0,1,0,1,0
1315,0,26,2,Daily Wage Worker,2,0,0,42 + 1,0,0,1,1,1
1316,0,26,2,Daily Wage Worker,2,0,1,42 + 1,1,1,1,1,1
1317,0,26,2,Daily Wage Worker,2,0,0,42 + 2,1,0,0,1,0
1318,0,26,2,Daily Wage Worker,2,0,1,42 + 2,1,1,1,1,1
1319,0,26,2,Daily Wage Worker,2,0,0,42 + 2,0,1,0,1,0
1320,0,26,2,Daily Wage Worker,2,0,0,42 + 2,0,1,0,0,1
1321,0,26,2,Daily Wage Worker,2,0,0,42 + 3,1,1,1,0,0
1322,0,26,2,Daily Wage Worker,2,0,0,42 + 3,1,0,0,1,0
1323,0,26,2,Daily Wage Worker,2,0,1,42 + 3,0,1,0,0,1
1324,0,26,2,Daily Wage Worker,2,0,0,42 + 3,1,0,0,0,1
1325,0,26,2,Daily Wage Worker,2,0,1,42 + 4,0,0,1,1,1
1326,0,26,2,Daily Wage Worker,2,0,0,42 + 4,1,1,1,0,0
1327,0,26,2,Daily Wage Worker,2,0,0,42 + 4,1,1,1,0,0
1328,0,26,2,Daily Wage Worker,2,0,0,42 + 4,0,0,1,0,0
1329,0,26,2,Daily Wage Worker,2,0,0,42 + 5,0,1,0,1,0
1330,0,26,2,Daily Wage Worker,2,0,0,42 + 5,0,0,1,0,0
1331,0,26,2,Daily Wage Worker,2,0,1,42 + 5,1,1,1,1,1
1332,0,26,2,Daily Wage Worker,2,0,0,42 + 5,0,0,1,1,1
1333,0,26,2,Daily Wage Worker,2,0,0,42 + 6,0,0,1,0,0
1334,0,26,2,Daily Wage Worker,2,0,0,42 + 6,0,0,1,1,1
1335,0,26,2,Daily Wage Worker,2,0,1,42 + 6,1,0,0,0,1
1336,0,26,2,Daily Wage Worker,2,0,0,42 + 6,1,0,0,1,0
1337,0,26,2,Daily Wage Worker,2,0,0,42 + 7,0,1,0,0,1
1338,0,26,2,Daily Wage Worker,2,0,1,42 + 7,0,1,0,0,1
1339,0,26,2,Daily Wage Worker,2,0,0,42 + 7,1,0,0,1,0
1340,0,26,2,Daily Wage Worker,2,0,0,42 + 7,0,1,0,1,0
1341,0,26,2,Daily Wage Worker,2,0,1,42 + 8,1,1,1,1,1
1342,0,26,2,Daily Wage Worker,2,0,0,42 + 8,1,0,0,0,1
1343,0,26,2,Daily Wage Worker,2,0,0,42 + 8,0,0,1,0,0
1344,0,26,2,Daily Wage Worker,2,0,0,42 + 8,1,1,1,0,0
1345,1,57,4,Tea Shop Owner,3,0,0,43 + 1,1,0,0,0,1
1346,1,57,4,Tea Shop Owner,3,0,0,43 + 1,0,1,0,1,0
1347,1,57,4,Tea Shop Owner,3,0,0,43 + 1,0,0,1,1,1
1348,1,57,4,Tea Shop Owner,3,0,1,43 + 1,1,1,1,1,1
1349,1,57,4,Tea Shop Owner,3,0,0,43 + 2,1,0,0,1,0
1350,1,57,4,Tea Shop Owner,3,0,1,43 + 2,1,1,1,1,1
1351,1,57,4,Tea Shop Owner,3,0,0,43 + 2,0,1,0,1,0
1352,1,57,4,Tea Shop Owner,3,0,0,43 + 2,0,1,0,0,1
1353,1,57,4,Tea Shop Owner,3,0,0,43 + 3,1,1,1,0,0
1354,1,57,4,Tea Shop Owner,3,0,0,43 + 3,1,0,0,1,0
1355,1,57,4,Tea Shop Owner,3,0,1,43 + 3,0,1,0,0,1
1356,1,57,4,Tea Shop Owner,3,0,0,43 + 3,1,0,0,0,1
1357,1,57,4,Tea Shop Owner,3,0,0,43 + 4,0,0,1,1,1
1358,1,57,4,Tea Shop Owner,3,0,1,43 + 4,1,1,1,0,0
1359,1,57,4,Tea Shop Owner,3,0,0,43 + 4,1,1,1,0,0
1360,1,57,4,Tea Shop Owner,3,0,0,43 + 4,0,0,1,0,0
1361,1,57,4,Tea Shop Owner,3,0,0,43 + 5,0,1,0,1,0
1362,1,57,4,Tea Shop Owner,3,0,0,43 + 5,0,0,1,0,0
1363,1,57,4,Tea Shop Owner,3,0,1,43 + 5,1,1,1,1,1
1364,1,57,4,Tea Shop Owner,3,0,0,43 + 5,0,0,1,1,1
1365,1,57,4,Tea Shop Owner,3,0,0,43 + 6,0,0,1,0,0
1366,1,57,4,Tea Shop Owner,3,0,0,43 + 6,0,0,1,1,1
1367,1,57,4,Tea Shop Owner,3,0,0,43 + 6,1,0,0,0,1
1368,1,57,4,Tea Shop Owner,3,0,1,43 + 6,1,0,0,1,0
1369,1,57,4,Tea Shop Owner,3,0,1,43 + 7,0,1,0,0,1
1370,1,57,4,Tea Shop Owner,3,0,0,43 + 7,0,1,0,0,1
1371,1,57,4,Tea Shop Owner,3,0,0,43 + 7,1,0,0,1,0
1372,1,57,4,Tea Shop Owner,3,0,0,43 + 7,0,1,0,1,0
1373,1,57,4,Tea Shop Owner,3,0,1,43 + 8,1,1,1,1,1
1374,1,57,4,Tea Shop Owner,3,0,0,43 + 8,1,0,0,0,1
1375,1,57,4,Tea Shop Owner,3,0,0,43 + 8,0,0,1,0,0
1376,1,57,4,Tea Shop Owner,3,0,0,43 + 8,1,1,1,0,0
1377,0,22,2,Flower Vendor,2,0,1,44 + 1,1,0,0,0,1
1378,0,22,2,Flower Vendor,2,0,0,44 + 1,0,1,0,1,0
1379,0,22,2,Flower Vendor,2,0,0,44 + 1,0,0,1,1,1
1380,0,22,2,Flower Vendor,2,0,0,44 + 1,1,1,1,1,1
1381,0,22,2,Flower Vendor,2,0,0,44 + 2,1,0,0,1,0
1382,0,22,2,Flower Vendor,2,0,1,44 + 2,1,1,1,1,1
1383,0,22,2,Flower Vendor,2,0,0,44 + 2,0,1,0,1,0
1384,0,22,2,Flower Vendor,2,0,0,44 + 2,0,1,0,0,1
1385,0,22,2,Flower Vendor,2,0,0,44 + 3,1,1,1,0,0
1386,0,22,2,Flower Vendor,2,0,0,44 + 3,1,0,0,1,0
1387,0,22,2,Flower Vendor,2,0,0,44 + 3,0,1,0,0,1
1388,0,22,2,Flower Vendor,2,0,1,44 + 3,1,0,0,0,1
1389,0,22,2,Flower Vendor,2,0,1,44 + 4,0,0,1,1,1
1390,0,22,2,Flower Vendor,2,0,0,44 + 4,1,1,1,0,0
1391,0,22,2,Flower Vendor,2,0,0,44 + 4,1,1,1,0,0
1392,0,22,2,Flower Vendor,2,0,0,44 + 4,0,0,1,0,0
1393,0,22,2,Flower Vendor,2,0,0,44 + 5,0,1,0,1,0
1394,0,22,2,Flower Vendor,2,0,0,44 + 5,0,0,1,0,0
1395,0,22,2,Flower Vendor,2,0,1,44 + 5,1,1,1,1,1
1396,0,22,2,Flower Vendor,2,0,0,44 + 5,0,0,1,1,1
1397,0,22,2,Flower Vendor,2,0,0,44 + 6,0,0,1,0,0
1398,0,22,2,Flower Vendor,2,0,1,44 + 6,0,0,1,1,1
1399,0,22,2,Flower Vendor,2,0,0,44 + 6,1,0,0,0,1
1400,0,22,2,Flower Vendor,2,0,0,44 + 6,1,0,0,1,0
1401,0,22,2,Flower Vendor,2,0,1,44 + 7,0,1,0,0,1
1402,0,22,2,Flower Vendor,2,0,0,44 + 7,0,1,0,0,1
1403,0,22,2,Flower Vendor,2,0,0,44 + 7,1,0,0,1,0
1404,0,22,2,Flower Vendor,2,0,0,44 + 7,0,1,0,1,0
1405,0,22,2,Flower Vendor,2,0,1,44 + 8,1,1,1,1,1
1406,0,22,2,Flower Vendor,2,0,0,44 + 8,1,0,0,0,1
1407,0,22,2,Flower Vendor,2,0,0,44 + 8,0,0,1,0,0
1408,0,22,2,Flower Vendor,2,0,0,44 + 8,1,1,1,0,0
1409,1,55,5,Farmer,3,0,0,45 + 1,1,0,0,0,1
1410,1,55,5,Farmer,3,0,0,45 + 1,0,1,0,1,0
1411,1,55,5,Farmer,3,0,0,45 + 1,0,0,1,1,1
1412,1,55,5,Farmer,3,0,1,45 + 1,1,1,1,1,1
1413,1,55,5,Farmer,3,0,0,45 + 2,1,0,0,1,0
1414,1,55,5,Farmer,3,0,1,45 + 2,1,1,1,1,1
1415,1,55,5,Farmer,3,0,0,45 + 2,0,1,0,1,0
1416,1,55,5,Farmer,3,0,0,45 + 2,0,1,0,0,1
1417,1,55,5,Farmer,3,0,1,45 + 3,1,1,1,0,0
1418,1,55,5,Farmer,3,0,0,45 + 3,1,0,0,1,0
1419,1,55,5,Farmer,3,0,0,45 + 3,0,1,0,0,1
1420,1,55,5,Farmer,3,0,0,45 + 3,1,0,0,0,1
1421,1,55,5,Farmer,3,0,0,45 + 4,0,0,1,1,1
1422,1,55,5,Farmer,3,0,1,45 + 4,1,1,1,0,0
1423,1,55,5,Farmer,3,0,0,45 + 4,1,1,1,0,0
1424,1,55,5,Farmer,3,0,0,45 + 4,0,0,1,0,0
1425,1,55,5,Farmer,3,0,0,45 + 5,0,1,0,1,0
1426,1,55,5,Farmer,3,0,0,45 + 5,0,0,1,0,0
1427,1,55,5,Farmer,3,0,1,45 + 5,1,1,1,1,1
1428,1,55,5,Farmer,3,0,0,45 + 5,0,0,1,1,1
1429,1,55,5,Farmer,3,0,0,45 + 6,0,0,1,0,0
1430,1,55,5,Farmer,3,0,0,45 + 6,0,0,1,1,1
1431,1,55,5,Farmer,3,0,1,45 + 6,1,0,0,0,1
1432,1,55,5,Farmer,3,0,0,45 + 6,1,0,0,1,0
1433,1,55,5,Farmer,3,0,0,45 + 7,0,1,0,0,1
1434,1,55,5,Farmer,3,0,1,45 + 7,0,1,0,0,1
1435,1,55,5,Farmer,3,0,0,45 + 7,1,0,0,1,0
1436,1,55,5,Farmer,3,0,0,45 + 7,0,1,0,1,0
1437,1,55,5,Farmer,3,0,1,45 + 8,1,1,1,1,1
1438,1,55,5,Farmer,3,0,0,45 + 8,1,0,0,0,1
1439,1,55,5,Farmer,3,0,0,45 + 8,0,0,1,0,0
1440,1,55,5,Farmer,3,0,0,45 + 8,1,1,1,0,0
1441,0,46,4,Mill Owner,5,0,0,46 + 1,1,0,0,0,1
1442,0,46,4,Mill Owner,5,0,0,46 + 1,0,1,0,1,0
1443,0,46,4,Mill Owner,5,0,0,46 + 1,0,0,1,1,1
1444,0,46,4,Mill Owner,5,0,1,46 + 1,1,1,1,1,1
1445,0,46,4,Mill Owner,5,0,0,46 + 2,1,0,0,1,0
1446,0,46,4,Mill Owner,5,0,1,46 + 2,1,1,1,1,1
1447,0,46,4,Mill Owner,5,0,0,46 + 2,0,1,0,1,0
1448,0,46,4,Mill Owner,5,0,0,46 + 2,0,1,0,0,1
1449,0,46,4,Mill Owner,5,0,1,46 + 3,1,1,1,0,0
1450,0,46,4,Mill Owner,5,0,0,46 + 3,1,0,0,1,0
1451,0,46,4,Mill Owner,5,0,0,46 + 3,0,1,0,0,1
1452,0,46,4,Mill Owner,5,0,0,46 + 3,1,0,0,0,1
1453,0,46,4,Mill Owner,5,0,0,46 + 4,0,0,1,1,1
1454,0,46,4,Mill Owner,5,0,0,46 + 4,1,1,1,0,0
1455,0,46,4,Mill Owner,5,0,1,46 + 4,1,1,1,0,0
1456,0,46,4,Mill Owner,5,0,0,46 + 4,0,0,1,0,0
1457,0,46,4,Mill Owner,5,0,0,46 + 5,0,1,0,1,0
1458,0,46,4,Mill Owner,5,0,0,46 + 5,0,0,1,0,0
1459,0,46,4,Mill Owner,5,0,1,46 + 5,1,1,1,1,1
1460,0,46,4,Mill Owner,5,0,0,46 + 5,0,0,1,1,1
1461,0,46,4,Mill Owner,5,0,1,46 + 6,0,0,1,0,0
1462,0,46,4,Mill Owner,5,0,0,46 + 6,0,0,1,1,1
1463,0,46,4,Mill Owner,5,0,0,46 + 6,1,0,0,0,1
1464,0,46,4,Mill Owner,5,0,0,46 + 6,1,0,0,1,0
1465,0,46,4,Mill Owner,5,0,0,46 + 7,0,1,0,0,1
1466,0,46,4,Mill Owner,5,0,1,46 + 7,0,1,0,0,1
1467,0,46,4,Mill Owner,5,0,0,46 + 7,1,0,0,1,0
1468,0,46,4,Mill Owner,5,0,0,46 + 7,0,1,0,1,0
1469,0,46,4,Mill Owner,5,0,1,46 + 8,1,1,1,1,1
1470,0,46,4,Mill Owner,5,0,0,46 + 8,1,0,0,0,1
1471,0,46,4,Mill Owner,5,0,0,46 + 8,0,0,1,0,0
1472,0,46,4,Mill Owner,5,0,0,46 + 8,1,1,1,0,0
1473,0,36,3,No Stable Employment,1,0,0,47 + 1,1,0,0,0,1
1474,0,36,3,No Stable Employment,1,0,0,47 + 1,0,1,0,1,0
1475,0,36,3,No Stable Employment,1,0,0,47 + 1,0,0,1,1,1
1476,0,36,3,No Stable Employment,1,0,1,47 + 1,1,1,1,1,1
1477,0,36,3,No Stable Employment,1,0,0,47 + 2,1,0,0,1,0
1478,0,36,3,No Stable Employment,1,0,1,47 + 2,1,1,1,1,1
1479,0,36,3,No Stable Employment,1,0,0,47 + 2,0,1,0,1,0
1480,0,36,3,No Stable Employment,1,0,0,47 + 2,0,1,0,0,1
1481,0,36,3,No Stable Employment,1,0,0,47 + 3,1,1,1,0,0
1482,0,36,3,No Stable Employment,1,0,0,47 + 3,1,0,0,1,0
1483,0,36,3,No Stable Employment,1,0,0,47 + 3,0,1,0,0,1
1484,0,36,3,No Stable Employment,1,0,1,47 + 3,1,0,0,0,1
1485,0,36,3,No Stable Employment,1,0,1,47 + 4,0,0,1,1,1
1486,0,36,3,No Stable Employment,1,0,0,47 + 4,1,1,1,0,0
1487,0,36,3,No Stable Employment,1,0,0,47 + 4,1,1,1,0,0
1488,0,36,3,No Stable Employment,1,0,0,47 + 4,0,0,1,0,0
1489,0,36,3,No Stable Employment,1,0,0,47 + 5,0,1,0,1,0
1490,0,36,3,No Stable Employment,1,0,0,47 + 5,0,0,1,0,0
1491,0,36,3,No Stable Employment,1,0,1,47 + 5,1,1,1,1,1
1492,0,36,3,No Stable Employment,1,0,0,47 + 5,0,0,1,1,1
1493,0,36,3,No Stable Employment,1,0,0,47 + 6,0,0,1,0,0
1494,0,36,3,No Stable Employment,1,0,1,47 + 6,0,0,1,1,1
1495,0,36,3,No Stable Employment,1,0,0,47 + 6,1,0,0,0,1
1496,0,36,3,No Stable Employment,1,0,0,47 + 6,1,0,0,1,0
1497,0,36,3,No Stable Employment,1,0,1,47 + 7,0,1,0,0,1
1498,0,36,3,No Stable Employment,1,0,0,47 + 7,0,1,0,0,1
1499,0,36,3,No Stable Employment,1,0,0,47 + 7,1,0,0,1,0
1500,0,36,3,No Stable Employment,1,0,0,47 + 7,0,1,0,1,0
1501,0,36,3,No Stable Employment,1,0,1,47 + 8,1,1,1,1,1
1502,0,36,3,No Stable Employment,1,0,0,47 + 8,1,0,0,0,1
1503,0,36,3,No Stable Employment,1,0,0,47 + 8,0,0,1,0,0
1504,0,36,3,No Stable Employment,1,0,0,47 + 8,1,1,1,0,0
1505,0,39,4,Plumber,3,0,0,48 + 1,1,0,0,0,1
1506,0,39,4,Plumber,3,0,0,48 + 1,0,1,0,1,0
1507,0,39,4,Plumber,3,0,0,48 + 1,0,0,1,1,1
1508,0,39,4,Plumber,3,0,1,48 + 1,1,1,1,1,1
1509,0,39,4,Plumber,3,0,0,48 + 2,1,0,0,1,0
1510,0,39,4,Plumber,3,0,1,48 + 2,1,1,1,1,1
1511,0,39,4,Plumber,3,0,0,48 + 2,0,1,0,1,0
1512,0,39,4,Plumber,3,0,0,48 + 2,0,1,0,0,1
1513,0,39,4,Plumber,3,0,1,48 + 3,1,1,1,0,0
1514,0,39,4,Plumber,3,0,0,48 + 3,1,0,0,1,0
1515,0,39,4,Plumber,3,0,0,48 + 3,0,1,0,0,1
1516,0,39,4,Plumber,3,0,0,48 + 3,1,0,0,0,1
1517,0,39,4,Plumber,3,0,0,48 + 4,0,0,1,1,1
1518,0,39,4,Plumber,3,0,1,48 + 4,1,1,1,0,0
1519,0,39,4,Plumber,3,0,0,48 + 4,1,1,1,0,0
1520,0,39,4,Plumber,3,0,0,48 + 4,0,0,1,0,0
1521,0,39,4,Plumber,3,0,0,48 + 5,0,1,0,1,0
1522,0,39,4,Plumber,3,0,0,48 + 5,0,0,1,0,0
1523,0,39,4,Plumber,3,0,1,48 + 5,1,1,1,1,1
1524,0,39,4,Plumber,3,0,0,48 + 5,0,0,1,1,1
1525,0,39,4,Plumber,3,0,0,48 + 6,0,0,1,0,0
1526,0,39,4,Plumber,3,0,0,48 + 6,0,0,1,1,1
1527,0,39,4,Plumber,3,0,0,48 + 6,1,0,0,0,1
1528,0,39,4,Plumber,3,0,1,48 + 6,1,0,0,1,0
1529,0,39,4,Plumber,3,0,0,48 + 7,0,1,0,0,1
1530,0,39,4,Plumber,3,0,1,48 + 7,0,1,0,0,1
1531,0,39,4,Plumber,3,0,0,48 + 7,1,0,0,1,0
1532,0,39,4,Plumber,3,0,0,48 + 7,0,1,0,1,0
1533,0,39,4,Plumber,3,0,1,48 + 8,1,1,1,1,1
1534,0,39,4,Plumber,3,0,0,48 + 8,1,0,0,0,1
1535,0,39,4,Plumber,3,0,0,48 + 8,0,0,1,0,0
1536,0,39,4,Plumber,3,0,0,48 + 8,1,1,1,0,0
1537,1,41,4,Farmer,2,0,0,49 + 1,1,0,0,0,1
1538,1,41,4,Farmer,2,0,0,49 + 1,0,1,0,1,0
1539,1,41,4,Farmer,2,0,0,49 + 1,0,0,1,1,1
1540,1,41,4,Farmer,2,0,1,49 + 1,1,1,1,1,1
1541,1,41,4,Farmer,2,0,1,49 + 2,1,0,0,1,0
1542,1,41,4,Farmer,2,0,0,49 + 2,1,1,1,1,1
1543,1,41,4,Farmer,2,0,0,49 + 2,0,1,0,1,0
1544,1,41,4,Farmer,2,0,0,49 + 2,0,1,0,0,1
1545,1,41,4,Farmer,2,0,0,49 + 3,1,1,1,0,0
1546,1,41,4,Farmer,2,0,0,49 + 3,1,0,0,1,0
1547,1,41,4,Farmer,2,0,0,49 + 3,0,1,0,0,1
1548,1,41,4,Farmer,2,0,1,49 + 3,1,0,0,0,1
1549,1,41,4,Farmer,2,0,1,49 + 4,0,0,1,1,1
1550,1,41,4,Farmer,2,0,0,49 + 4,1,1,1,0,0
1551,1,41,4,Farmer,2,0,0,49 + 4,1,1,1,0,0
1552,1,41,4,Farmer,2,0,0,49 + 4,0,0,1,0,0
1553,1,41,4,Farmer,2,0,0,49 + 5,0,1,0,1,0
1554,1,41,4,Farmer,2,0,0,49 + 5,0,0,1,0,0
1555,1,41,4,Farmer,2,0,1,49 + 5,1,1,1,1,1
1556,1,41,4,Farmer,2,0,0,49 + 5,0,0,1,1,1
1557,1,41,4,Farmer,2,0,0,49 + 6,0,0,1,0,0
1558,1,41,4,Farmer,2,0,0,49 + 6,0,0,1,1,1
1559,1,41,4,Farmer,2,0,1,49 + 6,1,0,0,0,1
1560,1,41,4,Farmer,2,0,0,49 + 6,1,0,0,1,0
1561,1,41,4,Farmer,2,0,1,49 + 7,0,1,0,0,1
1562,1,41,4,Farmer,2,0,0,49 + 7,0,1,0,0,1
1563,1,41,4,Farmer,2,0,0,49 + 7,1,0,0,1,0
1564,1,41,4,Farmer,2,0,0,49 + 7,0,1,0,1,0
1565,1,41,4,Farmer,2,0,1,49 + 8,1,1,1,1,1
1566,1,41,4,Farmer,2,0,0,49 + 8,1,0,0,0,1
1567,1,41,4,Farmer,2,0,0,49 + 8,0,0,1,0,0
1568,1,41,4,Farmer,2,0,0,49 + 8,1,1,1,0,0
1569,0,40,3,Stone Breaker,2,0,0,50 + 1,1,0,0,0,1
1570,0,40,3,Stone Breaker,2,0,0,50 + 1,0,1,0,1,0
1571,0,40,3,Stone Breaker,2,0,0,50 + 1,0,0,1,1,1
1572,0,40,3,Stone Breaker,2,0,1,50 + 1,1,1,1,1,1
1573,0,40,3,Stone Breaker,2,0,0,50 + 2,1,0,0,1,0
1574,0,40,3,Stone Breaker,2,0,1,50 + 2,1,1,1,1,1
1575,0,40,3,Stone Breaker,2,0,0,50 + 2,0,1,0,1,0
1576,0,40,3,Stone Breaker,2,0,0,50 + 2,0,1,0,0,1
1577,0,40,3,Stone Breaker,2,0,0,50 + 3,1,1,1,0,0
1578,0,40,3,Stone Breaker,2,0,0,50 + 3,1,0,0,1,0
1579,0,40,3,Stone Breaker,2,0,0,50 + 3,0,1,0,0,1
1580,0,40,3,Stone Breaker,2,0,1,50 + 3,1,0,0,0,1
1581,0,40,3,Stone Breaker,2,0,1,50 + 4,0,0,1,1,1
1582,0,40,3,Stone Breaker,2,0,0,50 + 4,1,1,1,0,0
1583,0,40,3,Stone Breaker,2,0,0,50 + 4,1,1,1,0,0
1584,0,40,3,Stone Breaker,2,0,0,50 + 4,0,0,1,0,0
1585,0,40,3,Stone Breaker,2,0,1,50 + 5,0,1,0,1,0
1586,0,40,3,Stone Breaker,2,0,0,50 + 5,0,0,1,0,0
1587,0,40,3,Stone Breaker,2,0,0,50 + 5,1,1,1,1,1
1588,0,40,3,Stone Breaker,2,0,0,50 + 5,0,0,1,1,1
1589,0,40,3,Stone Breaker,2,0,0,50 + 6,0,0,1,0,0
1590,0,40,3,Stone Breaker,2,0,0,50 + 6,0,0,1,1,1
1591,0,40,3,Stone Breaker,2,0,1,50 + 6,1,0,0,0,1
1592,0,40,3,Stone Breaker,2,0,0,50 + 6,1,0,0,1,0
1593,0,40,3,Stone Breaker,2,0,0,50 + 7,0,1,0,0,1
1594,0,40,3,Stone Breaker,2,0,1,50 + 7,0,1,0,0,1
1595,0,40,3,Stone Breaker,2,0,0,50 + 7,1,0,0,1,0
1596,0,40,3,Stone Breaker,2,0,0,50 + 7,0,1,0,1,0
1597,0,40,3,Stone Breaker,2,0,1,50 + 8,1,1,1,1,1
1598,0,40,3,Stone Breaker,2,0,0,50 + 8,1,0,0,0,1
1599,0,40,3,Stone Breaker,2,0,0,50 + 8,0,0,1,0,0
1600,0,40,3,Stone Breaker,2,0,0,50 + 8,1,1,1,0,0
1601,0,32,3,Fisherman,3,0,0,51 + 1,1,0,0,0,1
1602,0,32,3,Fisherman,3,0,0,51 + 1,0,1,0,1,0
1603,0,32,3,Fisherman,3,0,0,51 + 1,0,0,1,1,1
1604,0,32,3,Fisherman,3,0,1,51 + 1,1,1,1,1,1
1605,0,32,3,Fisherman,3,0,0,51 + 2,1,0,0,1,0
1606,0,32,3,Fisherman,3,0,1,51 + 2,1,1,1,1,1
1607,0,32,3,Fisherman,3,0,0,51 + 2,0,1,0,1,0
1608,0,32,3,Fisherman,3,0,0,51 + 2,0,1,0,0,1
1609,0,32,3,Fisherman,3,0,1,51 + 3,1,1,1,0,0
1610,0,32,3,Fisherman,3,0,0,51 + 3,1,0,0,1,0
1611,0,32,3,Fisherman,3,0,0,51 + 3,0,1,0,0,1
1612,0,32,3,Fisherman,3,0,0,51 + 3,1,0,0,0,1
1613,0,32,3,Fisherman,3,0,0,51 + 4,0,0,1,1,1
1614,0,32,3,Fisherman,3,0,1,51 + 4,1,1,1,0,0
1615,0,32,3,Fisherman,3,0,0,51 + 4,1,1,1,0,0
1616,0,32,3,Fisherman,3,0,0,51 + 4,0,0,1,0,0
1617,0,32,3,Fisherman,3,0,0,51 + 5,0,1,0,1,0
1618,0,32,3,Fisherman,3,0,0,51 + 5,0,0,1,0,0
1619,0,32,3,Fisherman,3,0,1,51 + 5,1,1,1,1,1
1620,0,32,3,Fisherman,3,0,0,51 + 5,0,0,1,1,1
1621,0,32,3,Fisherman,3,0,0,51 + 6,0,0,1,0,0
1622,0,32,3,Fisherman,3,0,0,51 + 6,0,0,1,1,1
1623,0,32,3,Fisherman,3,0,0,51 + 6,1,0,0,0,1
1624,0,32,3,Fisherman,3,0,1,51 + 6,1,0,0,1,0
1625,0,32,3,Fisherman,3,0,0,51 + 7,0,1,0,0,1
1626,0,32,3,Fisherman,3,0,1,51 + 7,0,1,0,0,1
1627,0,32,3,Fisherman,3,0,0,51 + 7,1,0,0,1,0
1628,0,32,3,Fisherman,3,0,0,51 + 7,0,1,0,1,0
1629,0,32,3,Fisherman,3,0,1,51 + 8,1,1,1,1,1
1630,0,32,3,Fisherman,3,0,0,51 + 8,1,0,0,0,1
1631,0,32,3,Fisherman,3,0,0,51 + 8,0,0,1,0,0
